id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter,headingRoman
225,Dua's Importance,"Seeking good of this world and
the hereafter #1",1,0,"Seeking good of this world and
the hereafter #1",1,"اَللَّهُمَّ أَصْلِحٍ لِى دِينِيَ الَّذِي هُوَ عِصْمَةُ أَمْرِي، وَأَصْلِحْ
لِي دُنْيَايَ الَّتِي فِيهَا مَعَاشِي، وَأَصْلِحْ لي آخِرَتِيِ الَّتِي
فِيهَا مَعَادِي، وَاجْعَلِ الْحَيَاَةُ زِيَادَةً لي فِي كُلِّ خَيْرٍ،
وَاجْعَلِ الْمَوْتَ رَاحَةً لِي مِنْ كُلِ شَرٍّ","""اے اللہ! میرے دین کو درست کر جو میرے تمام امور کی حفاظت کا باعث ہے، اور میری دنیا کو درست کر جس میں میری روزی ہے، اور میری آخرت کو درست کر جس میں میرا انجام ہے، اور میری زندگی کو ہر اچھائی میں اضافے کا سبب بنا، اور میری موت کو ہر برائی سے نجات کا ذریعہ بنا۔""","O Allah perfect for me my religion on which success of all
my affairs depends, And perfect my worldly affairs on which
my livelihood depends, And perfect my hereafter to which I
will return, And make in life for me an increase of all good,
And make death for me a comfort from all evil.",Muslim: 2720,Hadith,,دنیا و آخرت کی بھلائی مانگنا #1
226,Dua's Importance,"Seeking good of this world and
the hereafter #2",1,0,"Seeking good of this world and
the hereafter #2",1,"اللَّهُمَّ إِنِّي أَعُوْذُ بِكَ مِنْ زَوَالِ نِعْمَتِكَ وَتَحَوُّلِ عَافِيَتِكَ
وَفُجَاءَةِ نِقْمَتِكَ وَجَمِيع سَخَطِكَ","""اے اللہ! میں تیری پناہ مانگتا ہوں تیری نعمتوں کے زوال سے، تیری عافیت کے بدل جانے سے، تیری عذاب کی اچانک آمد سے، اور تیری ناراضگی کے تمام حالات سے۔""","O Allah, I seek refuge with You from deprivation of Your
blessing, alteration of Your protection, sudden infliction of
Your anger, and all Your wrath.",Muslim: 2739,Hadith,,دنیا و آخرت کی بھلائی مانگنا #2
227,Dua's Importance,"Shelter from evil consequences
and rejoicing of the enemy",1,0,"Shelter from evil consequences
and rejoicing of the enemy",1,"اللَّهُمَّ إِنِي أَعُوْذُ بِكَ مِنَ الْفَمِّ وَالْحَزَنِ، وَالْعَجْزِ
وَالْكَسَلِ، وَالَّبُخْلِ وَالْجُبْنِ، وَضَلَعَ الدَّيْنِ وَغَلَبَةِ
الرِّجَالِ","""اے اللہ! میں تیری پناہ مانگتا ہوں بدزبان سے، غم سے، کمزوری اور سستی سے، بخل اور بزدلی سے، قرض کے بوجھ سے اور لوگوں کے غالب آنے سے۔""","O Allah, I seek refuge in you from grief and sadness, from
weakness and from laziness, from miserliness and from
cowardice, from being overcome by debt and overpowered
by men",Bukhari :2893,Hadith,,برے انجام اور دشمن کی خوشی سے پناہ
228,Dua's Excellence,"The reward of freeing the four
slaves of Bani Ismail (AS)",1,0,"The reward of freeing the four
slaves of Bani Ismail (AS)",1,"لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ
الْحَمَّدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِیرُ","""اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اسی کے لئے ملک ہے اور اسی کے لئے تمام تعریفیں ہیں، اور وہ ہر چیز پر قادر ہے۔""","None has the right to be worshipped except Allah, alone,
without any partner. To Him belong all sovereignty and
praise and He is over all things omnipotent.",Bukhari No: 6403; Muslim No: 2693,Hadith,,بنی اسماعیل (ع) کے چار غلام آزاد کرنے کا ثواب
229,"Dua's Excellence, Dua's Importance","Sins will be forgiven even if like
the foam of the sea",1,0,"Sins will be forgiven even if like
the foam of the sea",1,سُبْحَانَ اللهِ وَبِحَمْدِهِ,"""اللہ پاک ہے اور اس کی تمام تعریفیں ہیں۔""",Glorified is Allah and praised is He.,Bukhari: 6405,Hadith,,گناہ سمندر کی جھاگ کے برابر ہوں تب بھی معاف
230,Dua's Excellence,"Excellence of doing Tasbeeh,
Tahmid, Tahlil, Takbeer",1,0,"Excellence of doing Tasbeeh,
Tahmid, Tahlil, Takbeer",1,سُبْحَانَ اللَهِ وَبِحَمْدِهِ، سُبْحَانَ اللَّهِ الْعَظِيم,"""اللہ پاک ہے اور اس کی تمام تعریفیں ہیں، اللہ عظیم ہے اور وہ پاک ہے۔""","Glory be to Allah and all praise is due to him, glory be to
Allah the great.",Bukhari: 6406,Hadith,,تسبیح، تحمید، تہلیل، تکبیر کی فضیلت
231,Dua's Excellence,Most beloved words to Allah,1,0,Most beloved words to Allah,1,سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلَا إِلَهَ إِلَّاّ اللَّهُ وَاللَّهُ أَكْبَرُ,"""اللہ پاک ہے، اور اللہ کی تمام تعریفیں ہیں، اللہ کے سوا کوئی معبود نہیں، اللہ سب سے بڑا ہے۔""","How perfect Allah is, and all praise is for Allah. None has
the right to be worshipped except Allah, and Allah is the
greatest. [1]",Muslim: 2137,Hadith,,اللہ کو سب سے محبوب کلمات
232,"Dua's Excellence, Illness","Seeking good of this world and
the hereafter ",1,0,"Seeking good of this world and
the hereafter ",1,سُبْحَانَ اللهِ,"""اللہ ہر عیب سے پاک ہے۔""","One thousand virtues are recorded (to your credit) and one
thousand vices are blotted out.",Muslim: 2698,Hadith,,دنیا و آخرت کی بھلائی مانگنا
233,Dua's Excellence,Build a house in Paradise,1,0,Build a house in Paradise,1,قل هو الله أحدالله الصمدلم يلد ولم يولدولم يكن له كفوا أحد,"""کہہ دو وہ اللہ ہے، جو ایک ہے، اللہ بے نیاز ہے، نہ اُس کا کوئی والد ہے نہ کوئی اولاد، اور نہ اُس کا کوئی ہمسر ہے۔""","In the name of Allah, the Entirely Merciful, the Especially
Merciful. (1) Say, ""He is Allah, [who is] One, (2) Allah, the
Eternal Refuge. (3) He neither begets nor is born, (4) Nor is
there to Him any equivalent."" (Sura Ikhlas: 1-4)",Sahih (Albani). Sahih Al Jame: 6472,Hadith,,جنت میں گھر بنانا
234,Dua's Excellence,Date palm planted in Paradise,1,0,Date palm planted in Paradise,1,سُبْحَانَ اللَّهِ الْعَظِيمِ وَبِحَمْدِهِ,"""بزرگ اور عظمت والے اللہ کی پاکی بیان کرتا ہوں، اور اُس کی حمد کے ساتھ۔""","How perfect Allah is, The Supreme, and I praise Him.",Sahih (Albani). Tirmidhi: 3464,Hadith,,جنت میں کھجور کا درخت لگانا
235,"Dua's Excellence, Dua's Importance",Treasure of Paradise,1,0,Treasure of Paradise,1,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,"""کوئی طاقت اور قوت نہیں مگر اللہ ہی کی طرف سے۔""",There is no might nor power except with Allah.,Bukhari: 6384,Hadith,,جنت کا خزانہ
236,Dua's Excellence,Glory be to Allah with praise,1,0,Glory be to Allah with praise,1,"لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، اللهُ أَكْبَرُ كَبِيرًا،
وَالْحَمْدُّ لِلَّهِ كَثِيِرًا، سُبْحَانَ اللهِ رَبِّ الْعَالَمِينَ، لَاَ حَوْلَ
وَلَا قُوَّةَ إِلَّا بِاللّهِ الْعَزِيزِ الْحَكِيم","""اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اللہ سب سے بڑا ہے، اس کی حمد بہت زیادہ ہے، اللہ کی پاکیزگی بیان کرتا ہوں جو تمام جہانوں کا رب ہے، کوئی طاقت اور قوت نہیں مگر اللہ کے ساتھ جو عظیم اور حکمت والا ہے۔""","None has the right to be worshipped except Allah, alone
without any partener. Allah is most great and much praise
is for Allah. How perfect Allah is, Lord of the worlds. There
is no might nor power except with Allah, The Exalted in
might, The Wise.",Muslum: 2696,Hadith,,اللہ کی حمد کے ساتھ پاکی
237,Dua's Excellence,"Dua to be recited after accepting
Islam",1,0,"Dua to be recited after accepting
Islam",1,اللَّهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَاهْدِنِي، وَعَافِنِي وَارْزُقْنِي,"""اے اللہ! میری بخشش فرما، مجھ پر رحم فرما، میری رہنمائی فرما، مجھے صحت مند رکھ اور مجھے رزق عطا فرما۔""","O Allah, forgive me, have mercy upon me, guide me and
grant me sustenance.",Muslim: 2697,Hadith,,اسلام قبول کرنے کے بعد کی جانے والی دعا
238,Dua's Excellence,Best Supplication & Best Dhikr #1,1,0,Best Supplication & Best Dhikr #1,1,الْحَمْدُ لِلهِ,"""اللہ کی حمد ہے۔""",All praise is for Allah.,Hasan (Albani). Tirmidhi: 3383,Hadith,,بہترین دعا اور بہترین ذکر #1
239,Dua's Excellence,Best Supplication & Best Dhikr #2,1,0,Best Supplication & Best Dhikr #2,1,لَا إِلَهَ إلَّا اللهُ,"""اللہ کے سوا کوئی معبود نہیں۔""",None has the right to be worshipped except Allah.,Hasan (Albani). Tirmidhi: 3383,Hadith,,بہترین دعا اور بہترین ذکر #2
240,Dua's Excellence,"Excellence of doing Tasbeeh
",1,0,"Excellence of doing Tasbeeh
",1,"سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلَا إِلَهَ إِلَّا اللَّهُ وَاللَّهُ أَكْبَرُ
لَا حَوْلَ وَلَا قُوَّةَ إِلَّاّ بِاللهِ","""اللہ پاک ہے، اور تمام تعریفیں اللہ کے لیے ہیں، اور اللہ کے سوا کوئی معبود نہیں، اور اللہ سب سے بڑا ہے۔
کوئی طاقت اور قوت نہیں مگر اللہ ہی کے ساتھ۔""","How perfect Allah is, and all praise is for Allah. None has
the right to be worshipped except Allah, and Allah is the
greatest. There is no might nor power except with Allah.","Musnad-e Ahmad (no. 513) (Ahmad Shakir, ed.) and its chain
of narration is authentic. See Majma'uz-Zawa'id 1/297. Ibn
Hajar mentions it in Bulughul-Maram saying that Ibn Hibban
and Al-Hakim considered it authentic.",Hadith,,تسبیح کی فضیلت
241,Dua's Excellence,About Lailatul Qadr,1,0,About Lailatul Qadr,1,"إِنَّا أَنزَلْنَاهُ فِي لَيْلَةِ الْقَدْرِ (ج وَمَا أَدْرَاكَ مَا لَيْلَةُ
الْقَدْرِ ٢ لَيْلَةُ الْقَدْرِ خَيْرٌ مِّنْ أَلْفِ شَهْرِتَنَزَّلُالْمَلَابِكَةُ وَالزُّوحُ فِيهَا بِإِذْنِ رَيِّهِم مِّن كُلِ أمْرٍ (ج)
سَلَامَ هِيَ حَتَّى مَطْلَعِ الْفَجْرِ","1. بے شک ہم نے اسے (قرآن کو) شبِ قدر میں نازل کیا۔
2. اور تمہیں کیا معلوم کہ شبِ قدر کیا ہے؟
3. شبِ قدر ایک ہزار مہینوں سے بہتر ہے۔
4. اس میں فرشتے اور روح (یعنی حضرت جبرائیلؑ) اپنے رب کے حکم سے ہر کام کے ساتھ نازل ہوتے ہیں۔
5. یہ (رات) سراسر سلامتی ہے، طلوعِ فجر تک۔","Indeed, We sent the Qur'an down during the Night of
Decree. (2) And what can make you know what is the Night
of Decree? (3) The Night of Decree is better than a
thousand months. (4) The angels and the Spirit descend
therein by permission of their Lord for every matter. (5)
Peace it is until the emergence of dawn.",Surah Al-Qadr 97:1-5,Quran,,لیلۃ القدر کے بارے میں
242,Time of Dua,"Times and places when dua will
be accepted",1,0,"Times and places when dua will
be accepted",1,اَللَّهُمَّ إِنَّكَ عَفُوُ كَرِيمُ تُحِبُّ الْعَقْوَ فَاعْفُ عَنِّي,"""اے اللہ! بے شک تو بہت معاف کرنے والا، بہت کریم ہے، اور تجھے معافی دینا پسند ہے، تو مجھے معاف فرما دے۔""","O Allah, You are Most Forgiving, Generous. You love
forgiveness; so forgive me.",Sahih (Albani). Tirmidhi: 3513,Hadith,,دعا کی قبولیت کے اوقات و مقامات
243,Time of Dua,Dua at the last part of the night,1,0,Dua at the last part of the night,1,كَانُوا قَلِيلا مِّنَ اللَّيْلِ مَا يَهْجَعُونَوَبِالْأَسْحَارِ مُمْيَسْتَغْفِرُونَ,"""وہ رات کے تھوڑے حصے میں سوتے تھے اور سحر کے وقت استغفار کرتے تھے۔""","They used to sleep but little of the night, (18) And in
the hours before dawn they would ask forgiveness.",Bukhari: 1145,Hadith,,رات کے آخری حصے میں کی جانے والی دعا
244,Time of Dua,"Times and places when dua will
be accepted",1,0,"Times and places when dua will
be accepted",1,"لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عِلَى كُلِّ شَيْءٍ قَدِيرُ الْحَمْدُ لِلَّهِ وَسُبْحَانَ
اللَه وَلَا إِلَهَ إِلَّاّ اللّهُ وَاللَّهُ أَكْبَرُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا
بِاللهِ","""اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اس کا ہی بادشاہت ہے اور اسی کے لیے تمام تعریفیں ہیں، اور وہ ہر چیز پر قادر ہے۔ تمام تعریفیں اللہ کے لیے ہیں، اللہ کی پاکیزگی بیان کرتا ہوں، اور اللہ کے سوا کوئی معبود نہیں، اور اللہ سب سے بڑا ہے، اور کوئی طاقت اور قوت نہیں مگر اللہ کی مدد سے۔""","O Allah! Forgive me. Or invokes (Allah), he will be
responded to and if he performs ablution (and prays), his
prayer will be accepted.",Bukhari: 1154,Hadith,,دعا کی قبولیت کے اوقات و مقامات
245,Time of Dua,Dua of Yunus (AS),1,0,Dua of Yunus (AS),1,لَا إِلَهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِي كُنْتُ مِنَ الظَّالِمِيْنَ,"""اللہ کے سوا کوئی معبود نہیں، تو پاک ہے، میں واقعی ظالموں میں سے تھا۔""","There is none worthy of worship but You, glory is to You.
Surely, I was among the wrongdoers.",Sahih (Albani). Tirmidhi: 3505,Hadith,,حضرت یونس (ع) کی دعا
246,Time of Dua,"Dua for one who afflicted by a
calamity",1,0,"Dua for one who afflicted by a
calamity",1,"إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُوْنَ، اللَّهُمّ أَجُرْبيْ فِي مُصِيْبَتِيْ
وَأَخْلِفْ لِي خَيْرًا مِّنْهَا","""ہم اللہ کے لیے ہیں اور ہم اللہ کی طرف واپس جانے والے ہیں، اے اللہ! میری مصیبت میں مجھے انعام دے، اور اس سے بہتر چیز میرے لیے عطا فرما۔""","We are from Allah and unto Him we return. O Allah take me
out of my plight and bring to me after it something better.",Muslim: 918,Hadith,,مصیبت زدہ کے لیے دعا
247,Time of Dua,"Dua at the begining of the
prayer #1",1,0,"Dua at the begining of the
prayer #1",1,"اللهُ أَكْبَرُ كَبِيْرًا وَالْحَمْدُ لِلَّهِ كَثِيْرًا وَسُبْحَانَ اللهِ بُكْرَةً
وَأَصِيْلا","""اللہ سب سے بڑا ہے، بہت بڑا، اور تمام تعریفیں اللہ کے لیے ہیں، بہت زیادہ، اور اللہ کی پاکیزگی بیان کرتا ہوں، صبح اور شام۔""","Allah is the Greatest, Most Great. Praise is to Allah,
abundantly. Glory is to Allah, at the break of day and at its
end.",Muslim: 601,Hadith,,نماز کے آغاز پر دعا #1
248,Time of Dua,"Dua after getting up from the
rukoo",1,0,"Dua after getting up from the
rukoo",1,رَبَّنَا وَلَكَ الْحَمْدُ، حَمْدًا كَثِيْرًا طَيِبًا مُبَارَكًا فِيهِ,"""ہمارے رب! تیری ہی حمد ہے، بہت زیادہ، پاکیزہ، اور بابرکت حمد۔""","Our Lord, praise is Yours, abundant, good and blessed
praise.",Bukhari: 799,Hadith,,رکوع سے اٹھنے کے بعد کی دعا
249,Time of Dua,Dua after rising from rukoo,1,0,Dua after rising from rukoo,1,اللَّهُمَّ رَبَّنَا وَلَكَ الْحَمْدُ,"""اے اللہ! ہمارے رب! تیری ہی حمد ہے۔""","O Allah, our Lord and to You be the praise.",Bukhari: 796,Hadith,,رکوع سے اٹھنے کے بعد کی دعا
250,Time of Dua,Before salam #1,1,0,Before salam #1,1,"الِلَّهُمَّ إِنِّي أَسْأَلُكَ يَا اللّهُ بِأَنَّكَ الْوَاحِدُ الْأَحَدُ الصَّمَدُ
الَّذِي لَمْ بَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدُ أَنْ
تَغْفِرَ لِي ذُنُوبي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ","""اے اللہ! میں تجھ سے سوال کرتا ہوں، اے اللہ! کیونکہ تو اکیلا ہے، بے نیاز ہے، وہ اللہ ہے جس کا نہ کوئی والد ہے اور نہ کوئی اولاد، اور نہ اس کا کوئی ہمسر ہے، کہ میری تمام گناہ معاف کر دے، بے شک تو بہت معاف کرنے والا، بہت رحم کرنے والا ہے۔""","O Allah, I ask of You, O Allah, as You are the One, the Only,
the Self-Sufficient Master, Who begets not nor was He
begotten, and there is None equal or comparable to Him,
forgive me my sins, for You are the Oft-Forgiving, Most
Merciful.",Sahih (Albani). Nasai: 1301,Hadith,,سلام سے پہلے کی دعا #1
251,Time of Dua,Before salam #2,1,0,Before salam #2,1,"اللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنَّ لَكَ الْحَمْدُ لَا إِلَهَ إِلَّا أَنْتَ الْمَنَّانُ
بَدِيعُ السَّمَاوَاتِ وَالْأَرْضِ يَا ذَا الْجَلَالِ وَالْإِكْرَامِ يَا
حيٌّ یَا قَيُّوْمُ","""اے اللہ! میں تجھ سے سوال کرتا ہوں کیونکہ تمام تعریفیں تیرے ہی لیے ہیں، تیرے سوا کوئی معبود نہیں، تو بڑا احسان کرنے والا ہے، آسمانوں اور زمین کا پیدا کرنے والا ہے، اے صاحبِ جلال و کرم، اے زندہ اور قائم رہنے والے!""","O Allah, I ask Thee by virtue of the fact that praise is due
to Thee, there is no deity but Thou, Who showest favour
and beneficence, the Originator of the Heavens and the
earth, O Lord of Majesty and Splendour, O Living One, O
Eternal One.",Sahih (Albani). Abu Dawud: 1495,Hadith,,سلام سے پہلے کی دعا #2
252,Time of Dua,Before salam #3,1,0,Before salam #3,1,"اللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنِّي أَشْهَدُ أَنَّكَ اَنْتَ اللّهُ لَا إِلَهَ إِلَّا
أَنْتَ الأَحَدُ الصَّمَدُ الَّذِيْ لَمْ يَلِدْ وَلَمْ يُؤْلَدْ وَلَمْ يَكُنْ
لَهُ كُفُوًا أَحَدُ","""اے اللہ! میں تجھ سے سوال کرتا ہوں کیونکہ میں گواہی دیتا ہوں کہ تو ہی اللہ ہے، تیرے سوا کوئی معبود نہیں، تو اکیلا ہے، بے نیاز ہے، وہ اللہ ہے جس کا نہ کوئی والد ہے اور نہ کوئی اولاد، اور نہ ہی اس کا کوئی ہمسر ہے۔""","O Allah, I ask You, by the fact that I bear witness that You
are Allah. There is none worthy of worship but You, the
Only God, Independent of creation, who was not begotten
and begets not, and none is equal to Him.",Sahih (Albani). Abu Dawud: 1493,Hadith,,سلام سے پہلے کی دعا #3
253,Time of Dua,"Reciting specific dua after
ablution",1,0,"Reciting specific dua after
ablution",1,"أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللَّهُ وَحدَهُ لَا شَرِيْكَ لَهُ وَأَشْهَدُ أَنَّ
مُحَمَّدًا عَبْدُهُ وَرَسُوْلَهُ","""میں گواہی دیتا ہوں کہ اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اور میں گواہی دیتا ہوں کہ محمد ﷺ اللہ کے رسول اور اس کے بندے ہیں۔""","I bear witness that none has the right to be worshipped but
Allah alone, Who has no partner; and I bear witness that
Muhammad () is His slave and His Messenger.",Muslim: 234,Hadith,,وضو کے بعد خاص دعا
254,Time of Dua,"Dua in the day of 'Arafah at
'Arafat",1,0,"Dua in the day of 'Arafah at
'Arafat",1,"لَا إِلَهَ إِلَّاّ اللّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عَلَى كُلِّ شَيءٍ قَدِیرُ","""اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اس کی ہی بادشاہت ہے، اور اسی کے لیے تمام تعریفیں ہیں، اور وہ ہر چیز پر قادر ہے۔""","None has the right to be worshiped except Allah, alone,
without partner. To Him belongs sovereignty and all praise
and He is over all things omnipotent.",Hasan (Albani). Tirmidhi: 3585,Hadith,,یوم عرفہ میدان عرفات میں کی جانے والی دعا
255,Dua Acceptance,"Who wakes up at night and
recites certain dua",1,0,"Who wakes up at night and
recites certain dua",1,"لَا إِلَهَ إلَّا اللّهُ وَحْدَهُ لَا شَرِيْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عِلَى كُلِّ شَىْءٍ قَدِيْرُ. الْحَمْدُ لِلَّهِ، وَسُبْحَانَ
الِلَهِ، وَلَا إِلَهَ إِلَّا اللّهُ، وَاللَّهُ أَكْبَرُ، وَلَا حَوْلَ وَلَا قُوَّةَ
إِلَّاّ بِاللّهِ","""اللہ کے سوا کوئی معبود نہیں، وہ اکیلا ہے، اس کا کوئی شریک نہیں، اس کی ہی بادشاہت ہے، اور اسی کے لیے تمام تعریفیں ہیں، اور وہ ہر چیز پر قادر ہے۔ تمام تعریفیں اللہ کے لیے ہیں، اللہ کی پاکیزگی بیان کرتا ہوں، اور اللہ کے سوا کوئی معبود نہیں، اللہ سب سے بڑا ہے، اور کوئی طاقت اور قوت نہیں مگر اللہ کی مدد سے۔""","None has the right to be worshipped but Allah. He is the
Only One and has no partners. For Him is the Kingdom and
all the praises are due for Him. He is Omnipotent. All the
praises are for Allah. All the glories are for Allah. And none
has the right to be worshipped but Allah, And Allah is Great
And there is neither Might nor Power Except with Allah.",Bukhari: 1154,Hadith,,جو رات کو جاگے اور خاص دعا پڑھے
256,Dua Acceptance,When in danger,1,0,When in danger,1,"إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُوْنَ اَللَّهُمَّ أُجُرْبِيْ فِي مُصِيْبَتِيْ
وَأَخْلِفْ لِي خَيْرًا مِّنْهَا","""ہم اللہ کے ہیں اور ہم اللہ کی طرف واپس جانے والے ہیں، اے اللہ! میری مصیبت میں مجھے انعام دے، اور اس سے بہتر چیز میرے لیے عطا فرما۔""","We are from Allah and unto Him we return. O Allah take me
out of my plight and bring to me after it something better.",Muslim: 918,Hadith,,خطرے کے وقت کی جانے والی دعا
257,Dua Acceptance,"Making dua by the help of the
greatest name of Allah",1,0,"Making dua by the help of the
greatest name of Allah",1,"اَللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنَّ أَشْهَدُ أَنَّكَ أَنْتَ اللَّهُ لَا إِلَهَ ِلَّاَ
أَنْتَ الأَحَدُ الصَّمَّدُ الَّذِيْ لَمْ يَلِدْ وَلَمْ يُؤْلَدْ وَلَمْ يَكُنْ
لَهُ كُفُوًا أَحَدُّ","""اے اللہ! میں تجھ سے سوال کرتا ہوں اس بنا پر کہ میں گواہی دیتا ہوں کہ تو ہی اللہ ہے، تیرے سوا کوئی معبود نہیں، تو یکتا ہے، بے نیاز ہے، نہ تو کسی کا بیٹا ہے اور نہ کوئی تیرا بیٹا ہے، اور نہ کوئی تیرا ہمسر ہے۔","O Allah, I ask You, by the fact that I bear witness that You
are Allah. There is none worthy of worship but You, the
Only God, Independent of creation, Who was not begotten
and begets not, and none is equal to Him.",Sahih (Albani). Nasai: 1300,Hadith,,اللہ کے عظیم نام کے ذریعہ دعا
258,Dua Acceptance,Dua recited during Tashahhud,1,0,Dua recited during Tashahhud,1,"اَللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنَّ لَكَ الْحَمْدَ لَا إِلَهَ اِلَّا أَنْتَ الْمَنَّانُ،
بَدِيعُ السَّمَوَاتِ وَالْأَرْضِ يَا ذَا الْجَلَالِ وَالْإِكْرَامِ، يَا
حَيُّ یَا قَيُّوْمُ","""اے اللہ! میں تجھ سے سوال کرتا ہوں اس بنا پر کہ تیرے لیے ہی تمام تعریفیں ہیں، تیرے سوا کوئی معبود نہیں، تو بہت عطا کرنے والا ہے، آسمانوں اور زمین کا انوکھا خالق ہے، اے جلال و اکرام والے، اے زندہ و قائم!""","O Allah, I ask Thee by virtue of the fact that praise is due
to Thee, there is no deity but Thou, Who showest favour
and beneficence, the Originator of the Heavens and the
earth, O Lord of Majesty and Splendour, O Living One, O
Eternal One.",Sahih (Albani). Nasai: 1300,Hadith,,تشہد کے دوران کی جانے والی دعا
259,Salah,"Duas After Takbeer (Start of
prayer)",1,0,"Duas After Takbeer (Start of
prayer)",1,"سُبِحَانَكَ اللَّهُمَّ وَبِحَمْدِكَ، وَتَبَارَكَ اسْمُكَ، وَتَعَالَى جَدُّكَ
وَلَا إِلهَ غَيْرُْكُ","""اے اللہ! تو پاک ہے اور تیرے لیے ہی تمام تعریفیں ہیں، تیرا نام بابرکت ہے، تیری عظمت بلند ہے، اور تیرے سوا کوئی معبود نہیں۔""","Glory is to You O Allah, and praise. Blessed is Your Name
and Exalted is Your Majesty. There is none worthy of
worship but You.",Muslim: 399,Hadith,,نماز کی ابتدا میں دعائیں
