id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter
196,Quranic,Dua from Quran #17,1,0,Dua from Quran #17,1,رَبَّنَا لَا تَجْعَلْنَا مَعَ الْقَوْمِ الظَّالِمِينَ,,Our Lord! Place us not with the people who are Zalimun (polytheists and wrong_doers). [7:47],Quran 7:47,Quran,
197,Quranic,Dua from Quran #18,1,0,Dua from Quran #18,1,رَبَّنَا افْتَحْ بَيْنَنَاوَبَيْنَ قَوْمِنَا بِالْحَقِّ وَأَنْتَ خَيْرُ الْفَاتِحِينَ,,"Our Lord! Judge between us and our people in truth, for You are the Best of those who give judgment.",Quran 7:89,Quran,
198,Quranic,Dua from Quran #19,1,0,Dua from Quran #19,1,رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ,,"Our Lord! pour out on us patience, and cause us to die as Muslims. [7:126]",Quran 7:126,Quran,
199,Quranic,Dua from Quran #20: Asking for protection from enemies,1,0,Dua from Quran #20: Asking for protection from enemies,1,رَبَّنَالاَ تَجْعَلْنَا فِتْنَةً لِّلْقَوْمِ الظَّالِمِينَ: وَنَجِنَا بِرَ حْمَتِكَ مِنَ الْقَوْمِ الْكَافِرِينَ,,"Our Lord! Make us not a trial for the folk who are Zalimun (polytheists and wrong-doing) (i.e. do not make them overpower us). And save us
by Your Mercy from the disbelieving folk.",Quran 10:85-86,Quran,
200,Quranic,Dua from Quran #21,1,0,Dua from Quran #21,1,رَبَّنَا إِنَّكَ تَعْلَمُ مَا نُخْفِي وَمَا نُعْلِنُُ وَمَا يَخْفَى عَلَى اللّهِ مِنْ شَيْءٍ فِي الْأَرْضِ وَلا فِي السَّمَاءِ,,"O our Lord! Certainly, You know what we conceal and what we reveal. Nothing on the earth or in the heaven is hidden from Allah. (Ibrahim
14:38)",Quran 14:38,Quran,
201,Quranic,Dua from Quran #22: Dua for pious offspring,1,0,Dua from Quran #22: Dua for pious offspring,1,رَبِّ اجْعَلْنِي مُقِيمَ الصَّلَاةِوَمِنْ ذُرِّيَّتِي رَبَنَاوَتَقَبَّلْ دُعَاءِ,,"O my Lord! Make me one who performs As-Salat (Iqamat-as-Salat), and (also) from my offspring, our Lord! And accept my invocation.",Quran 14:40,Quran,
202,Quranic,Dua from Quran #23: Dua for forgiveness,1,0,Dua from Quran #23: Dua for forgiveness,1,رَبَّنَا اغْفِرْ لِي وَلِوَ الدَيَّ وَلِلْمُؤْمِنِينَ يَوْمَ يَقُومُ الْحِسَابُ,,"O our Lord! Cover (us) with Thy Forgiveness - me, my parents, and (all) Believers, on the Day that the Reckoning will be established !.",Quran 14:41,Quran,
203,Quranic,Dua from Quran #24: Dua for mercy and ease from hardship/grief/stress/trouble,1,0,Dua from Quran #24: Dua for mercy and ease from hardship/grief/stress/trouble,1,رَبَّنَا آتِنَا مِنْ لَدُنْكَ رَحْمَةً وَهَيِّئْ لَنَا مِنْ أَمْرِ نَارَشَدًا,,"Our Lord! Bestow on us mercy from Yourself, and facilitate for us our affair in the right way",Quran 18:10,Quran,
204,Quranic,Dua from Quran #25,1,0,Dua from Quran #25,1,رَبَّنَا إِنَّنَا نَخَافُ أَنْ يَفْرُطَ عَلَيْنَا أَوْ أَنْ يَطْغَى,,Our Lord! Verily! We fear lest he should hasten to punish us or lest he should transgress (all bounds against us).,Quran 20:45,Quran,
205,Quranic,Dua from Quran #26,1,0,Dua from Quran #26,1,رَبَّنَا آمَنَا فَاغْفِرْ لَنَا وَارْ حَمْنَا وَ أَنْتَ خَيْرُ الرَّاحِمِينَ,,"Our Lord! We believe, so forgive us, and have mercy on us, for You are the Best of all who show mercy!",Quran 23:109,Quran,
206,Quranic,Dua from Quran #27,1,0,Dua from Quran #27,1,رَبَّنَا اصْرِفْ عَنَّا عَذَابَ جَهَنَّمَ إِنَّ عَذَابَهَا كَانَ غَرَامًا إِنَّهَا سَاءتْ مُسْتَقَرًّا وَمُقَامًا,,"Our Lord! Avert from us the torment of Hell. Verily! Its torment is ever an inseparable, permanent punishment.Evil indeed it (Hell) is as an
abode and as a place to dwell. [25: 65-66]",Quran 25:65-66,Quran,
207,Quranic,Dua from Quran #28,1,0,Dua from Quran #28,1,رَبَّنَاهَبْ لَنَا مِنْ أَزْ وَاجِنَاوَ ذُرِ يَّاتِنَاقُرَّةَ أَعْيُنٍ وَاجْعَلْنَا لِلْمُتَّقِينَ إِمَامًا,,"Our Lord! Bestow on us from our wives and our offspring who will be the comfort of our eyes, and make us leaders for the Muttaqun (pious).",Quran 25:74,Quran,
208,Quranic,Dua from Quran #29,1,0,Dua from Quran #29,1,رَبَّنَا وَسِعْتَ كُلَّ شَيْءٍ رَّحْمَةً وَعِلْمًا فَاغْفِرْ لِلَّذِينَ تَابُوا وَاتَّبَعُوا سَبِيلَكَ وَقِهِمْ عَذَابَ الْجَحِيمِ,,"Our Lord! You comprehend all things in mercy and knowledge, so forgive those who repent and follow Your Way, and save them from the
torment of the blazing Fire! [40:7]",Quran 40:7,Quran,
209,Quranic,Dua from Quran #30,1,0,Dua from Quran #30,1,"رَبَّنَاوَأَدْخِلْهُمْ جَنَّاتِ عَدْنٍ الَّتِي وَعَدْتَهُمْ وَمَنْ صَلَحَ مِنْ آبَابِهِمْ وَأَزْوَ اجِهِمْ وَذُرِّ يَاتهِمْ إِنَّكَ أَنْتَ الْعَزِيزُ
الْحَكِيمُ وَقِهِمُ السَّيِّئَاتِ وَمَنْ تَقِ السَّيِّئَاتِ يَوْمَبِذٍ فَقَدْرَ حِمْتَهُ وَذُلِكَ هُوَ الْفَوْزُ الْعَظِيمُ",,"Our Lord! And make them enter the 'Adn (Eden) Paradise (everlasting Gardens) which you have promised them, and to the righteous among
thelr fathers, thelr wives, and thelr offspring! Verlly, You are the All-Mighty, the All-Wise. And save them from (the punlshment, because of
what they did of) the sins, and whomsoever You save from (the punishment, because of what they did of) the sins (i.e. excuse them) that
Day, him verily, You have taken into mercy.\"" And that is the supreme success.",Quran 40:8-9,Quran,
210,Dua's Importance,Dua The servant is dependent on his Lord ,1,0,Dua The servant is dependent on his Lord ,1,لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ، اَللَّهُمَّ لَا مَانِعَ لِمَا أَعْطَيْتَ وَلَا مُعْطِيَ لِمَا مَنَعْتَ وَلَا يَنْفَعُ ذَا الْجَدِّ مِنْكَ الْجَدُّ,,"There is none worthy of worship except Allah alone with no partner or associate. He is the Dominion and to Him be all praise, and He is able to do all things. O Allah, one can withhold what You have given and none can give what You have withheld, and no wealth or fortune can benefit anyone for from You comes all wealth and fortune.", Bukhari: 844,Hadith,
211,Dua's Importance," The servant is dependent on his Lord
",1,0," The servant is dependent on his Lord
",1,"لَا إِلَهَ إلَّا اللهُ وَحْدَهُ لَا شَرِيْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمِّدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرُ، اللَّهُمَّ لَا مَانِعَ لِمَا
أَعْطَيْتَ وَلَا مُعْطِيَ لِمَا مَنَعْتَ وَلَا يَنْفَعُ ذَا الجَدٍّ مِنْكَ
الْجدُّ",,"There is none worthy of worship except Allah alone with no
partner or associate. He is the Dominion and to Him be all
praise, and He is able to do all things. O Allah, one can
withhold what You have given and none can give what You
have withheld, and no wealth or fortune can benefit anyone
for from You comes all wealth and fortune.",Bukhari: 844,,
212,Dua's Importance, Allah's guidance #1,1,0,Allah's guidance #1,1,إِيَّاكَ نَعْبُدُ وَإِيَّاكَ نَسْتَعِينُ,,It is You we worship and It is You we ask for help.,Surah Al-Fatihah 1:5,Quran,
213,Dua's Importance,Allah's guidance #2,1,0,Allah's guidance #2,1,"اِهْدِنِي لِمَا اخْتُلِفَ فِيهِ مِنَ الْحَقِّ بِإِذْنِكَ إِنَّكَ تَهْدِي مَنْ
تَشَاءً إِلَى صِرَاطٍ مُسْتَقِيْم",,"Guide me through that which there has been difference
concerning the truth, verily, You are upon a straight path.",Muslim: 770,Hadith,
214,Dua's Importance,Allah's guidance #3,1,0,Allah's guidance #3,1,اَللَّهُمَّ أَعِنِيْ عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنٍ عِبَادَتِكَ,,"O Allah, help me to remember You, to give You thanks, and
to perform Your worship in the best manner.",Sahih (Albani). Abu Dawud: 1522,Hadith,
215,Dua's Importance,Allah's guidance #4,1,0,Allah's guidance #4,1,"وَاهْدِنِيْ لِأَحْسَنِ الْأَخْلَاِقِ لَا يَهْدِيْ لِأَحْسَنِهَا إِلَّا أَنْتَ
وَاصْرِفْ عَنِّي سَيِّنَهَا لَاَ يَصْرِفُ عَنِي سَيِّئَهَا إِلّا أَنْتَ",,"Guide me to the best of manners for none can guide to the
best of them but You. Protect me from bad manners for
none can protect against them but You.",Muslim: 771,Hadith,
216,Dua's Importance,Allah's guidance #5,1,0,Allah's guidance #5,1,اللَّهُمَّ إِنِي أَسْأَلُكَ الْهدُى وَالسَّدَادَ,,"O Allah, I beg of Thee righteousness and adhering to the
straight path.",Muslim: 2725,Hadith,
217,Dua's Importance,Allah's guidance #6,1,0,Allah's guidance #6,1,"اللَّهمَّ اهْدِنِيْ فِيمَنْ هَدَيْتَ وَعَافِنِي فِيمَنِ عَافَيْتَ
وَتَوَلَّنِيْ فَيمَنْ تَوَلَّيْتَ وَبَارِكْ لِي فِيمَا أَعْطَيْتَ وَقِنِي
شَرَّ مَا قَضَيْتَ فَإِنَّكَ تَقْضِي وَلا يُقْضَى عَلَيْكَ إِنَّهُ لَا
يَذِلُّ مَنْ وَالَيْتَ وَلَا يَعِزُّ مَّنْ عَادَيْتَ تَبَارَكْتَ رَبَّنَا
وَتَعَالَیْتَ",,"O Allah, guide me with those whom You have guided, and
strengthen me with those whom You have given strength.
Take me to Your care with those whom You have taken to
Your care. Bless me in what You have given me. Protect me
from the evil You have ordained. Surely, You command and
are not commanded, and none whom You have committed
to Your care shall be humiliated and none whom You have
taken as an enemy shall taste glory. You are Blessed, Our
Lord, and Exalted.",Sahih (Albani). Abu Dawud: 1425,Hadith,
218,Dua's Importance,Asking for forgiveness #1,1,0,Asking for forgiveness #1,1,رَبِّ اغْفِرْ لي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ,,"O Allah forgive me and accept my repentance, for You are
the Accepter of repentance, the Most Merciful.",Sahih (Albani). Abu Dawud: 1516,Hadith,
219,Dua's Importance,Asking for forgiveness #2,1,0,Asking for forgiveness #2,1,اللَّهُمَّ أَعِنِي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنٍ عِبَادَتِكَ,,"O Allah, help me to remember You, to give You thanks, and
to perform Your worship in the best manner.",Sahih (Albani). Abu Dawud: 1522,Hadith,
220,Dua's Importance,"Ask for paradise & seek refuge
from fire",1,0,"Ask for paradise & seek refuge
from fire",1,اَللَّهُمَّ إِنِّي أَسْأَلُكَ الْجَنَّةَ وَأَعُوذُ بِكَ مِنَ النَّارِ,,"O Allah, I ask You for Paradise and seek Your protection
from the Fire.",Sahih (Albani). Ibn Majah: 910,Hadith,
221,Dua's Importance,"Dua to remain steadfast on the
religion",1,0,"Dua to remain steadfast on the
religion",1,يَا مُقَلِّبَ الْقُلُوبِ ثَبِّتْ قَلْبِيْ عَلَى دِيْنِكَ,,"O Changer of the Hearts! Strengthen my heart upon Your
Religion.",Sahih (Albani). Tirmidhi: 3522,Hadith,
222,Dua's Importance,"To get Stability in religion and
good results in all deeds",1,0,"To get Stability in religion and
good results in all deeds",1,اَللَّهُمَّ مُصَرِّفَ الْقُلُوبِ صَرِّفْ قُلُوبَنَا عَلَى طَاعَتِكَ,,"O Allah! Controller of the hearts, direct our hearts to Your
obedience.",Muslim: 2655,Hadith,
223,Dua's Importance,"Dua to remain stead fast on the
religion",1,0,"Dua to remain stead fast on the
religion",1,يَا وَلِيَّ الْإِسْلَامِ وَأَهْلِهُ تَبِتْنِيْ بِهِ حَتَّى أَلَّقَاكَ.,,"O guardian of Islam and Muslims, keep me steadfast on
Islam till the day when I will have the good fortune to meet
you.","Proved on the basis of all sanads (Albani). Silsilatus Sahihah
1823",Hadith,
224,Dua's Importance,"Good results and protection in
all activities",1,0,"Good results and protection in
all activities",1,"اللَّهُمَّ أَحْسِنْ عَاقِبَتَنَا في الْأُمُورِ كُلِّهَا وَأَجِرْنَا مِنْ
خِزْيِ الدُّنْيَا وَعَذَابِ الآَخِرَةِ",,"O Allah! grant us a good outcome on all of our affairs and
save us from the disgrace of this world and the punishment
of the Hereafter.",Sahih (Suyuti). Jami'us Sagir: 1450,Hadith,
225,Dua's Importance,"Seeking good of this world and
the hereafter #1",1,0,"Seeking good of this world and
the hereafter #1",1,"اَللَّهُمَّ أَصْلِحٍ لِى دِينِيَ الَّذِي هُوَ عِصْمَةُ أَمْرِي، وَأَصْلِحْ
لِي دُنْيَايَ الَّتِي فِيهَا مَعَاشِي، وَأَصْلِحْ لي آخِرَتِيِ الَّتِي
فِيهَا مَعَادِي، وَاجْعَلِ الْحَيَاَةُ زِيَادَةً لي فِي كُلِّ خَيْرٍ،
وَاجْعَلِ الْمَوْتَ رَاحَةً لِي مِنْ كُلِ شَرٍّ",,"O Allah perfect for me my religion on which success of all
my affairs depends, And perfect my worldly affairs on which
my livelihood depends, And perfect my hereafter to which I
will return, And make in life for me an increase of all good,
And make death for me a comfort from all evil.",Muslim: 2720,Hadith,
226,Dua's Importance,"Seeking good of this world and
the hereafter #2",1,0,"Seeking good of this world and
the hereafter #2",1,"اللَّهُمَّ إِنِّي أَعُوْذُ بِكَ مِنْ زَوَالِ نِعْمَتِكَ وَتَحَوُّلِ عَافِيَتِكَ
وَفُجَاءَةِ نِقْمَتِكَ وَجَمِيع سَخَطِكَ",,"O Allah, I seek refuge with You from deprivation of Your
blessing, alteration of Your protection, sudden infliction of
Your anger, and all Your wrath.",Muslim: 2739,Hadith,
227,Dua's Importance,"Shelter from evil consequences
and rejoicing of the enemy",1,0,"Shelter from evil consequences
and rejoicing of the enemy",1,"اللَّهُمَّ إِنِي أَعُوْذُ بِكَ مِنَ الْفَمِّ وَالْحَزَنِ، وَالْعَجْزِ
وَالْكَسَلِ، وَالَّبُخْلِ وَالْجُبْنِ، وَضَلَعَ الدَّيْنِ وَغَلَبَةِ
الرِّجَالِ",,"O Allah, I seek refuge in you from grief and sadness, from
weakness and from laziness, from miserliness and from
cowardice, from being overcome by debt and overpowered
by men",Bukhari :2893,Hadith,
228,Dua's Excellence,"The reward of freeing the four
slaves of Bani Ismail (AS)",1,0,"The reward of freeing the four
slaves of Bani Ismail (AS)",1,"لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ، وَلَهُ
الْحَمَّدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِیرُ",,"None has the right to be worshipped except Allah, alone,
without any partner. To Him belong all sovereignty and
praise and He is over all things omnipotent.",Bukhari No: 6403; Muslim No: 2693,Hadith,
229,"Dua's Excellence, Dua's Importance","Sins will be forgiven even if like
the foam of the sea",1,0,"Sins will be forgiven even if like
the foam of the sea",1,سُبْحَانَ اللهِ وَبِحَمْدِهِ,,Glorified is Allah and praised is He.,Bukhari: 6405,Hadith,
230,Dua's Excellence,"Excellence of doing Tasbeeh,
Tahmid, Tahlil, Takbeer",1,0,"Excellence of doing Tasbeeh,
Tahmid, Tahlil, Takbeer",1,سُبْحَانَ اللَهِ وَبِحَمْدِهِ، سُبْحَانَ اللَّهِ الْعَظِيم,,"Glory be to Allah and all praise is due to him, glory be to
Allah the great.",Bukhari: 6406,Hadith,
231,Dua's Excellence,Most beloved words to Allah,1,0,Most beloved words to Allah,1,سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلَا إِلَهَ إِلَّاّ اللَّهُ وَاللَّهُ أَكْبَرُ,,"How perfect Allah is, and all praise is for Allah. None has
the right to be worshipped except Allah, and Allah is the
greatest. [1]",Muslim: 2137,Hadith,
232,"Dua's Excellence, Illness","Seeking good of this world and
the hereafter ",1,0,"Seeking good of this world and
the hereafter ",1,سُبْحَانَ اللهِ,,"One thousand virtues are recorded (to your credit) and one
thousand vices are blotted out.",Muslim: 2698,Hadith,
233,Dua's Excellence,Build a house in Paradise,1,0,Build a house in Paradise,1,قل هو الله أحدالله الصمدلم يلد ولم يولدولم يكن له كفوا أحد,,"In the name of Allah, the Entirely Merciful, the Especially
Merciful. (1) Say, ""He is Allah, [who is] One, (2) Allah, the
Eternal Refuge. (3) He neither begets nor is born, (4) Nor is
there to Him any equivalent."" (Sura Ikhlas: 1-4)",Sahih (Albani). Sahih Al Jame: 6472,Hadith,
234,Dua's Excellence,Date palm planted in Paradise,1,0,Date palm planted in Paradise,1,سُبْحَانَ اللَّهِ الْعَظِيمِ وَبِحَمْدِهِ,,"How perfect Allah is, The Supreme, and I praise Him.",Sahih (Albani). Tirmidhi: 3464,Hadith,
235,"Dua's Excellence, Dua's Importance",Treasure of Paradise,1,0,Treasure of Paradise,1,لَا حَوْلَ وَلَا قُوَّةَ إِلَّا بِاللهِ,,There is no might nor power except with Allah.,Bukhari: 6384,Hadith,
236,Dua's Excellence,Glory be to Allah with praise,1,0,Glory be to Allah with praise,1,"لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، اللهُ أَكْبَرُ كَبِيرًا،
وَالْحَمْدُّ لِلَّهِ كَثِيِرًا، سُبْحَانَ اللهِ رَبِّ الْعَالَمِينَ، لَاَ حَوْلَ
وَلَا قُوَّةَ إِلَّا بِاللّهِ الْعَزِيزِ الْحَكِيم",,"None has the right to be worshipped except Allah, alone
without any partener. Allah is most great and much praise
is for Allah. How perfect Allah is, Lord of the worlds. There
is no might nor power except with Allah, The Exalted in
might, The Wise.",Muslum: 2696,Hadith,
237,Dua's Excellence,"Dua to be recited after accepting
Islam",1,0,"Dua to be recited after accepting
Islam",1,اللَّهُمَّ اغْفِرْ لِي، وَارْحَمْنِي، وَاهْدِنِي، وَعَافِنِي وَارْزُقْنِي,,"O Allah, forgive me, have mercy upon me, guide me and
grant me sustenance.",Muslim: 2697,Hadith,
238,Dua's Excellence,Best Supplication & Best Dhikr #1,1,0,Best Supplication & Best Dhikr #1,1,الْحَمْدُ لِلهِ,,All praise is for Allah.,Hasan (Albani). Tirmidhi: 3383,Hadith,
239,Dua's Excellence,Best Supplication & Best Dhikr #2,1,0,Best Supplication & Best Dhikr #2,1,لَا إِلَهَ إلَّا اللهُ,,None has the right to be worshipped except Allah.,Hasan (Albani). Tirmidhi: 3383,Hadith,
240,Dua's Excellence,"Excellence of doing Tasbeeh
",1,0,"Excellence of doing Tasbeeh
",1,"سُبْحَانَ اللَّهِ، وَالْحَمْدُ لِلَّهِ، وَلَا إِلَهَ إِلَّا اللَّهُ وَاللَّهُ أَكْبَرُ
لَا حَوْلَ وَلَا قُوَّةَ إِلَّاّ بِاللهِ",,"How perfect Allah is, and all praise is for Allah. None has
the right to be worshipped except Allah, and Allah is the
greatest. There is no might nor power except with Allah.","Musnad-e Ahmad (no. 513) (Ahmad Shakir, ed.) and its chain
of narration is authentic. See Majma'uz-Zawa'id 1/297. Ibn
Hajar mentions it in Bulughul-Maram saying that Ibn Hibban
and Al-Hakim considered it authentic.",Hadith,
241,Dua's Excellence,About Lailatul Qadr,1,0,About Lailatul Qadr,1,"إِنَّا أَنزَلْنَاهُ فِي لَيْلَةِ الْقَدْرِ (ج وَمَا أَدْرَاكَ مَا لَيْلَةُ
الْقَدْرِ ٢ لَيْلَةُ الْقَدْرِ خَيْرٌ مِّنْ أَلْفِ شَهْرِتَنَزَّلُالْمَلَابِكَةُ وَالزُّوحُ فِيهَا بِإِذْنِ رَيِّهِم مِّن كُلِ أمْرٍ (ج)
سَلَامَ هِيَ حَتَّى مَطْلَعِ الْفَجْرِ",,"Indeed, We sent the Qur'an down during the Night of
Decree. (2) And what can make you know what is the Night
of Decree? (3) The Night of Decree is better than a
thousand months. (4) The angels and the Spirit descend
therein by permission of their Lord for every matter. (5)
Peace it is until the emergence of dawn.",Surah Al-Qadr 97:1-5,Quran,
242,Time of Dua,"Times and places when dua will
be accepted",1,0,"Times and places when dua will
be accepted",1,اَللَّهُمَّ إِنَّكَ عَفُوُ كَرِيمُ تُحِبُّ الْعَقْوَ فَاعْفُ عَنِّي,,"O Allah, You are Most Forgiving, Generous. You love
forgiveness; so forgive me.",Sahih (Albani). Tirmidhi: 3513,Hadith,
243,Time of Dua,Dua at the last part of the night,1,0,Dua at the last part of the night,1,كَانُوا قَلِيلا مِّنَ اللَّيْلِ مَا يَهْجَعُونَوَبِالْأَسْحَارِ مُمْيَسْتَغْفِرُونَ,,"They used to sleep but little of the night, (18) And in
the hours before dawn they would ask forgiveness.",Bukhari: 1145,Hadith,
244,Time of Dua,"Times and places when dua will
be accepted",1,0,"Times and places when dua will
be accepted",1,"لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عِلَى كُلِّ شَيْءٍ قَدِيرُ الْحَمْدُ لِلَّهِ وَسُبْحَانَ
اللَه وَلَا إِلَهَ إِلَّاّ اللّهُ وَاللَّهُ أَكْبَرُ وَلَا حَوْلَ وَلَا قُوَّةَ إِلَّا
بِاللهِ",,"O Allah! Forgive me. Or invokes (Allah), he will be
responded to and if he performs ablution (and prays), his
prayer will be accepted.",Bukhari: 1154,Hadith,
245,Time of Dua,Dua of Yunus (AS),1,0,Dua of Yunus (AS),1,لَا إِلَهَ إِلَّا أَنْتَ سُبْحَانَكَ إِنِي كُنْتُ مِنَ الظَّالِمِيْنَ,,"There is none worthy of worship but You, glory is to You.
Surely, I was among the wrongdoers.",Sahih (Albani). Tirmidhi: 3505,Hadith,
246,Time of Dua,"Dua for one who afflicted by a
calamity",1,0,"Dua for one who afflicted by a
calamity",1,"إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُوْنَ، اللَّهُمّ أَجُرْبيْ فِي مُصِيْبَتِيْ
وَأَخْلِفْ لِي خَيْرًا مِّنْهَا",,"We are from Allah and unto Him we return. O Allah take me
out of my plight and bring to me after it something better.",Muslim: 918,Hadith,
247,Time of Dua,"Dua at the begining of the
prayer #1",1,0,"Dua at the begining of the
prayer #1",1,"اللهُ أَكْبَرُ كَبِيْرًا وَالْحَمْدُ لِلَّهِ كَثِيْرًا وَسُبْحَانَ اللهِ بُكْرَةً
وَأَصِيْلا",,"Allah is the Greatest, Most Great. Praise is to Allah,
abundantly. Glory is to Allah, at the break of day and at its
end.",Muslim: 601,Hadith,
248,Time of Dua,"Dua after getting up from the
rukoo",1,0,"Dua after getting up from the
rukoo",1,رَبَّنَا وَلَكَ الْحَمْدُ، حَمْدًا كَثِيْرًا طَيِبًا مُبَارَكًا فِيهِ,,"Our Lord, praise is Yours, abundant, good and blessed
praise.",Bukhari: 799,Hadith,
249,Time of Dua,Dua after rising from rukoo,1,0,Dua after rising from rukoo,1,اللَّهُمَّ رَبَّنَا وَلَكَ الْحَمْدُ,,"O Allah, our Lord and to You be the praise.",Bukhari: 796,Hadith,
250,Time of Dua,Before salam #1,1,0,Before salam #1,1,"الِلَّهُمَّ إِنِّي أَسْأَلُكَ يَا اللّهُ بِأَنَّكَ الْوَاحِدُ الْأَحَدُ الصَّمَدُ
الَّذِي لَمْ بَلِدْ وَلَمْ يُولَدْ وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدُ أَنْ
تَغْفِرَ لِي ذُنُوبي إِنَّكَ أَنْتَ الْغَفُورُ الرَّحِيمُ",,"O Allah, I ask of You, O Allah, as You are the One, the Only,
the Self-Sufficient Master, Who begets not nor was He
begotten, and there is None equal or comparable to Him,
forgive me my sins, for You are the Oft-Forgiving, Most
Merciful.",Sahih (Albani). Nasai: 1301,Hadith,
251,Time of Dua,Before salam #2,1,0,Before salam #2,1,"اللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنَّ لَكَ الْحَمْدُ لَا إِلَهَ إِلَّا أَنْتَ الْمَنَّانُ
بَدِيعُ السَّمَاوَاتِ وَالْأَرْضِ يَا ذَا الْجَلَالِ وَالْإِكْرَامِ يَا
حيٌّ یَا قَيُّوْمُ",,"O Allah, I ask Thee by virtue of the fact that praise is due
to Thee, there is no deity but Thou, Who showest favour
and beneficence, the Originator of the Heavens and the
earth, O Lord of Majesty and Splendour, O Living One, O
Eternal One.",Sahih (Albani). Abu Dawud: 1495,Hadith,
252,Time of Dua,Before salam #3,1,0,Before salam #3,1,"اللَّهُمَّ إِنِي أَسْأَلُكَ بِأَنِّي أَشْهَدُ أَنَّكَ اَنْتَ اللّهُ لَا إِلَهَ إِلَّا
أَنْتَ الأَحَدُ الصَّمَدُ الَّذِيْ لَمْ يَلِدْ وَلَمْ يُؤْلَدْ وَلَمْ يَكُنْ
لَهُ كُفُوًا أَحَدُ",,"O Allah, I ask You, by the fact that I bear witness that You
are Allah. There is none worthy of worship but You, the
Only God, Independent of creation, who was not begotten
and begets not, and none is equal to Him.",Sahih (Albani). Abu Dawud: 1493,Hadith,
253,Time of Dua,"Reciting specific dua after
ablution",1,0,"Reciting specific dua after
ablution",1,"أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللَّهُ وَحدَهُ لَا شَرِيْكَ لَهُ وَأَشْهَدُ أَنَّ
مُحَمَّدًا عَبْدُهُ وَرَسُوْلَهُ",,"I bear witness that none has the right to be worshipped but
Allah alone, Who has no partner; and I bear witness that
Muhammad () is His slave and His Messenger.",Muslim: 234,Hadith,
254,Time of Dua,"Dua in the day of 'Arafah at
'Arafat",1,0,"Dua in the day of 'Arafah at
'Arafat",1,"لَا إِلَهَ إِلَّاّ اللّهُ وَحْدَهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عَلَى كُلِّ شَيءٍ قَدِیرُ",,"None has the right to be worshiped except Allah, alone,
without partner. To Him belongs sovereignty and all praise
and He is over all things omnipotent.",Hasan (Albani). Tirmidhi: 3585,Hadith,
255,Dua Acceptance,"Who wakes up at night and
recites certain dua",1,0,"Who wakes up at night and
recites certain dua",1,"لَا إِلَهَ إلَّا اللّهُ وَحْدَهُ لَا شَرِيْكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ
الْحَمَّدُ وَهُوَ عِلَى كُلِّ شَىْءٍ قَدِيْرُ. الْحَمْدُ لِلَّهِ، وَسُبْحَانَ
الِلَهِ، وَلَا إِلَهَ إِلَّا اللّهُ، وَاللَّهُ أَكْبَرُ، وَلَا حَوْلَ وَلَا قُوَّةَ
إِلَّاّ بِاللّهِ",,"None has the right to be worshipped but Allah. He is the
Only One and has no partners. For Him is the Kingdom and
all the praises are due for Him. He is Omnipotent. All the
praises are for Allah. All the glories are for Allah. And none
has the right to be worshipped but Allah, And Allah is Great
And there is neither Might nor Power Except with Allah.",Bukhari: 1154,Hadith,
256,Dua Acceptance,When in danger,1,0,When in danger,1,"إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُوْنَ اَللَّهُمَّ أُجُرْبِيْ فِي مُصِيْبَتِيْ
وَأَخْلِفْ لِي خَيْرًا مِّنْهَا",,"We are from Allah and unto Him we return. O Allah take me
out of my plight and bring to me after it something better.",Muslim: 918,Hadith,
